order,col1,col2
29768,IOPC 23990030,
29769,"Repairing and servicing - (incl factory motor vehicle engine repair or replacements) (2311-2319, 2399)",
29773,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,278
29804,IOPC 23991700,
29805,"Motor vehicles, other transport equipment and parts - commission production (2311-2319, 2399)",
29809,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,175
29828,IOPC 24110010,
29829,"Cameras, image projectors and parts",
29833,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",7
29850,IOPC 24110020,
29851,"Photographic goods nec (excl sensitised photographic film, paper, plates & chemicals)",
29855,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",13
29856,3301 Wholesale Trade,1
29872,IOPC 24110030,
29873,"Objective lenses, filters and other mounted optical elements; microscopes (excl optical) and diffraction apparatus and parts nec",
29877,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",29
29941,IOPC 24110050,
29942,Ophthalmic instruments and appliances,
29946,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",28
29990,IOPC 24110060,
29991,Spectacle and contact lenses,
29995,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",269
30022,IOPC 24110070,
30023,"Spectacles, sunglasses and frames",
30027,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",123
30056,IOPC 24120010,
30057,"Surgical, medical equipment (excl X-ray) and appliances (incl artificial joints, limbs or eyes, pacemakers, mechanical dental chairs & needles or syringes)",
30061,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",n.p.
30103,IOPC 24120020,
30104,X-ray medical equipment and parts or accessories,
30108,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",14
30126,IOPC 24120030,
30127,Hearing aids and parts or accessories,
30131,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",940
30132,3301 Wholesale Trade,1
30152,IOPC 24190010,
30153,Gas or liquid meters (incl parts and accessories),
30157,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",88
30192,IOPC 24190020,
30193,"Parking meters, traffic signals and other signalling equipment",
30197,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",36
30229,IOPC 24190030,
30230,Taxi meters,
30234,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",8
30235,3301 Wholesale Trade,3
30252,IOPC 24190040,
30253,"Watches (incl metal watch straps), watch cases, clocks and parts",
30257,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",107
30258,3301 Wholesale Trade,255
30275,IOPC 24190050,
30276,X-ray equipment (excl medical) and parts or accessories,
30280,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",15
30300,IOPC 24190060,
30301,"Professional or scientific instruments, apparatus or models for demonstrational purposes only",
30305,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",63
30321,IOPC 24190070,
30322,"Surveying, physical or chemical analysis and other measuring, checking and testing instruments, appliances and parts",
30326,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",452
30402,IOPC 24190080,
30403,"Radio and radar equipment, navigational aids, and radio remote control equipment",
30407,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",145
30429,IOPC 24190090,
30430,"Optical fibres, fibre bundles and cables (excl insulated)",
30434,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",226
30462,IOPC 24190100,
30463,Professional and scientific equipment nec,
30467,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",498
30496,IOPC 24191700,
30497,Professional and scientific equipment - commission production (2411-2419),
30501,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",33
30527,IOPC 24191980,
30528,General government consumption of fixed capital (2411-2419),
30548,IOPC 24210010,
30549,Mainframe and super-computers,
30553,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",49
30554,3301 Wholesale Trade,3
30569,IOPC 24210020,
30570,Computer file servers and other multiple-user computer hardware,
30574,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",23
30575,3301 Wholesale Trade,72
30604,IOPC 24210030,
30605,"Laptops, notebooks, personal digital assistants and other portable computers",
30609,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",307
30610,3301 Wholesale Trade,"1,068"
30628,IOPC 24210040,
30629,Desktop computers (PCs),
30633,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",138
30634,3301 Wholesale Trade,273
30649,IOPC 24210050,
30650,"Computer peripheral devices (incl monitors, keyboards, mice, joysticks, speakers, drives and burners)",
30654,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",99
30655,3301 Wholesale Trade,344
30687,IOPC 24210061,
30688,Printing and photocopying machinery and parts,
30692,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",13
30693,3301 Wholesale Trade,117
30750,IOPC 24210070,
30751,"Other computer hardware, computer peripherals and accessories nec",
30755,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",368
30756,3301 Wholesale Trade,"1,150"
30815,IOPC 24210110,
30816,"Money-changing, cigarette, food, beverage and other automatic goods vending machines (excl refrigerated vending machines)",
30820,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",6
30821,3301 Wholesale Trade,7
30837,IOPC 24210121,
30838,"EFTPOS machines, cash registers, coin counting machinery and other electronic office machinery, parts and accessories nec",
30842,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",207
30843,3301 Wholesale Trade,45
30895,IOPC 24220010,
30896,Line telephone and telegraph equipment (excl headphones and parts),
30900,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",10
30901,3301 Wholesale Trade,236
30939,IOPC 24220021,
30940,Mobile phones and other phones nec (excl parts),
30944,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",134
31006,IOPC 24220022,
31007,"Radio and television studio equipment (incl cameras, transmitters and transceivers)",
31011,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",134
31027,IOPC 24220030,
31028,Satellite receivers (excl parts),
31032,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",36
31058,IOPC 24220040,
31059,Remote monitoring alarm systems,
31063,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",180
31092,IOPC 24220050,
31093,Intercom equipment,
31097,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",277
31098,3301 Wholesale Trade,1
31150,IOPC 24220060,
31151,"Parts for radio and television studio equipment, transmitters and radio transceivers",
31155,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",349
31187,IOPC 24220070,
31188,Television antennae parts,
31192,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",14
31244,IOPC 24220080,
31245,Telecommunication equipment parts (incl parts for mobile phones and satellite receivers),
31249,0601 Coal mining,7
31250,0701 Oil and gas extraction,8
31251,0802 Non Ferrous Metal Ore Mining,3
31252,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",690
31253,3301 Wholesale Trade,28
31299,IOPC 24290010,
31300,Television receiving sets (excl parts),
31304,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",87
31335,IOPC 24290020,
31336,Radio receiving sets (incl car radios and clock radios) (excl parts),
31340,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",34
31415,IOPC 24290030,
31416,"Sound and video recording and reproducing equipment (incl CD players, record players) (excl parts)",
31420,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",n.p.
31505,IOPC 24290040,
31506,Loudspeakers and audio-frequency electric amplifiers (excl hearing aids and parts),
31510,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",30
31564,IOPC 24290050,
31565,Electric or electronic alarm systems (excl remote monitoring alarm systems) and parts,
31569,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",159
31602,IOPC 24290060,
31603,"Video games, poker machines and other coin or disc operated games",
31607,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",331
31670,IOPC 24290070,
31671,"Prepared unrecorded media for sound or video recording (incl blank CDs, magnetic tapes)",
31675,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",15
31676,3301 Wholesale Trade,8
31756,IOPC 24290080,
31757,Other audio and video equipment and accessories (excl parts),
31761,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",51
31762,3301 Wholesale Trade,29
31778,IOPC 24290090,
31779,"Parts for television and radio receiving sets, sound and video recording and reproducing equipment, other audio and video equipment",
31783,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",57
31784,3301 Wholesale Trade,1
31812,IOPC 24290100,
31813,Electronic equipment and parts nec,
31817,0802 Non Ferrous Metal Ore Mining,2
31818,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",642
31819,3301 Wholesale Trade,76
31856,IOPC 24291700,
31857,Computer and electronic equipment - commission production (2421-2429),
31861,"2401 Professional, Scientific, Computer and Electronic Equipment Manufacturing",144
31879,IOPC 24291980,
31880,General government consumption of fixed capital (2421-2429),
31900,IOPC 24310010,
31901,"Uninsulated copper and aluminium stranded wire, ropes, cables, plaited bands and slings",
31905,2403 Electrical Equipment Manufacturing,62
31932,IOPC 24310020,
31933,Co-axial cable and other co-axial electric conductors,
31937,2403 Electrical Equipment Manufacturing,100
32010,IOPC 24310040,
32011,"Cable (excl co-axial or insulated optical fibre), wire and strip",
32015,2403 Electrical Equipment Manufacturing,n.p.
32065,IOPC 24310050,
32066,Insulated optical fibre cable,
32070,2403 Electrical Equipment Manufacturing,168
32099,IOPC 24320010,
32100,Electric light or lamp bulbs or tubes (incl filament or fluorescent) (excl automotive),
32104,2403 Electrical Equipment Manufacturing,387
32168,IOPC 24320020,
32169,Incandescent light fittings,
32173,2403 Electrical Equipment Manufacturing,n.p.
32244,IOPC 24320030,
32245,"Cold, discharge, arc, ultra violet, infra-red and other electric lights, torches and fittings nec",
32249,2403 Electrical Equipment Manufacturing,631
32344,IOPC 24320050,
32345,"Illuminated signs, name-plates and sign-plates having a permanently fixed light source",
32349,2403 Electrical Equipment Manufacturing,260
32395,IOPC 24390010,
32396,Dry cell batteries,
32400,2403 Electrical Equipment Manufacturing,47
32464,IOPC 24390020,
32465,Automotive wet cell batteries,
32469,2403 Electrical Equipment Manufacturing,173
32500,IOPC 24390030,
32501,Batteries nec and battery components,
32505,2403 Electrical Equipment Manufacturing,102
32555,IOPC 24390050,
32556,Transformers,
32560,2403 Electrical Equipment Manufacturing,404
32613,IOPC 24390060,
32614,"Electric motors, generators, electric generating sets and rotary converters (incl parts) (excl automotive)",
32618,2403 Electrical Equipment Manufacturing,98
32619,3301 Wholesale Trade,37
32671,IOPC 24390070,
32672,"Electrical welding (incl arc) base metal wire, rods, tubes, plates and electrodes",
32676,2403 Electrical Equipment Manufacturing,109
32677,3301 Wholesale Trade,15
32714,IOPC 24390090,
32715,"Relays and relay sets for radio, telephones and telegraphic equipment",
32719,2403 Electrical Equipment Manufacturing,137
32739,IOPC 24390100,
32740,"Electrical apparatus to switch, protect/connect circuits (incl boards & cabinets equipped with such)(excl inductors)",
32744,2403 Electrical Equipment Manufacturing,536
32745,3301 Wholesale Trade,164
32801,IOPC 24390120,
32802,"Inductors (incl chokes, ballasts used with lighting apparatus and current limiting regulators)",
32806,2403 Electrical Equipment Manufacturing,36
32868,IOPC 24390130,
32869,"Electric soldering and welding (incl arc) irons, guns and other machines, apparatus and parts",
32873,2403 Electrical Equipment Manufacturing,7
32908,IOPC 24390140,
32909,Industrial or laboratory electric furnaces and ovens,
32913,2403 Electrical Equipment Manufacturing,20
32930,IOPC 24390150,
32931,Electric heating resistors (excl carbon),
32935,2403 Electrical Equipment Manufacturing,237
32968,IOPC 24390160,
32969,Electrical insulators nec and other electrical equipment and parts nec,
32973,2403 Electrical Equipment Manufacturing,178
33038,IOPC 24391700,
33039,Electrical equipment - commission production (2431-2439),
33043,2403 Electrical Equipment Manufacturing,10
33065,IOPC 24410010,
33066,Solid fuel or gas barbecues,
33070,2404 Domestic Appliance Manufacturing,98
33087,IOPC 24410020,
33088,"Domestic stoves, ovens and rangehoods (incl gas, electric, solid fuel, oil or spirit fired)",
33092,2404 Domestic Appliance Manufacturing,n.p.
33108,IOPC 24410030,
33109,Domestic refrigerators and freezers,
33113,2404 Domestic Appliance Manufacturing,n.p.
33130,IOPC 24410040,
33131,Compressors for domestic refrigeration equipment,
33135,2404 Domestic Appliance Manufacturing,16
33158,IOPC 24410050,
33159,"Clothes washing machines, drying cabinets, tumble driers and dishwashing machines",
33163,2404 Domestic Appliance Manufacturing,n.p.
33179,IOPC 24410060,
33180,Domestic food waste disposal units,
33184,2404 Domestic Appliance Manufacturing,70
33200,IOPC 24490010,
33201,"Domestic gas, electric, solid fuel, oil, spirit fired space heaters and non-electric warm air furnaces",
33205,2404 Domestic Appliance Manufacturing,279
33222,IOPC 24490020,
33223,Domestic soil heating apparatus,
33227,2404 Domestic Appliance Manufacturing,3
33245,IOPC 24490030,
33246,"Domestic solar hot water collectors, systems and parts (incl systems with conventional backup sources)",
33250,2404 Domestic Appliance Manufacturing,131
33251,3301 Wholesale Trade,8
33271,IOPC 24490040,
33272,Domestic gas and other non-electric water heaters and hot water systems (excl solar) and parts,
33276,2404 Domestic Appliance Manufacturing,136
33295,IOPC 24490050,
33296,Domestic electric water heaters or hot water systems and parts,
33300,2404 Domestic Appliance Manufacturing,500
33322,IOPC 24490060,
33323,Domestic room air conditioners and coolers (excl fans),
33327,2404 Domestic Appliance Manufacturing,n.p.
33351,IOPC 24490070,
33352,Compressors for domestic air conditioning equipment,
33356,2404 Domestic Appliance Manufacturing,14
33375,IOPC 24490080,
33376,"Domestic fans (incl table, floor, wall, window, ceiling or roof)",
33380,2404 Domestic Appliance Manufacturing,11
33396,IOPC 24490090,
33397,Electro-thermic appliances nec,
33401,2404 Domestic Appliance Manufacturing,17
33419,IOPC 24490100,
33420,"Sewing machines, vacuum cleaners, food mixers and other domestic appliances and parts (nec)",
33424,2404 Domestic Appliance Manufacturing,79
33454,IOPC 24491700,
33455,Domestic appliances - commission production (2441-2449),
33475,IOPC 24510010,
33476,Pumps and pumping machinery (incl petrol bowsers and air or gas compressors),
33480,2405 Specialised and other Machinery and Equipment Manufacturing,"1,045"
33542,IOPC 24510020,
33543,Pump and compressor parts nec,
33547,2405 Specialised and other Machinery and Equipment Manufacturing,"1,046"
33601,IOPC 24520010,
33602,Complete air conditioning units nec (incl ducting etc); air conditioning compressors or parts (commercial or industrial),
33606,2405 Specialised and other Machinery and Equipment Manufacturing,n.p.
33625,IOPC 24520030,
33626,"Refrigeration cabinets, coolrooms, beverage dispensing equipment (cooling), refrigerated vending machines and refrigeration equipment nec (commercial or industrial) (incl water coolers)",
33630,2405 Specialised and other Machinery and Equipment Manufacturing,719
33631,3301 Wholesale Trade,52
33709,IOPC 24520050,
33710,Water heaters (commercial or industrial) and parts,
33714,2405 Specialised and other Machinery and Equipment Manufacturing,93
33734,IOPC 24520060,
33735,Space heating equipment (commercial or industrial) (incl parts) nec,
33739,2405 Specialised and other Machinery and Equipment Manufacturing,174
33764,IOPC 24610010,
33765,Lawn mowers,
33769,2405 Specialised and other Machinery and Equipment Manufacturing,61
33798,IOPC 24610020,
33799,"Ploughing, seeding and planting equipment and parts (excl hand tools)",
33803,2405 Specialised and other Machinery and Equipment Manufacturing,731
33804,3301 Wholesale Trade,28
33830,IOPC 24610030,
33831,"Harvesting, threshing and haymaking machinery (incl straw or fodder balers or agricultural mowers)",
33835,2405 Specialised and other Machinery and Equipment Manufacturing,198
33851,IOPC 24610040,
33852,Agricultural wheeled tractors (excl crawler),
33856,2405 Specialised and other Machinery and Equipment Manufacturing,135
33872,IOPC 24610050,
33873,"Mechanical appliances and parts for projecting, dispersing or spraying liquids or powders (excl industrial spray guns and steam blasting)",
33877,2405 Specialised and other Machinery and Equipment Manufacturing,25
33878,3301 Wholesale Trade,22
33924,IOPC 24610070,
33925,Dairy machinery,
33929,2405 Specialised and other Machinery and Equipment Manufacturing,36
33945,IOPC 24610080,
33946,Agricultural and horticultural machinery and parts nec,
33950,2405 Specialised and other Machinery and Equipment Manufacturing,338
33951,3301 Wholesale Trade,45
33983,IOPC 24620010,
33984,Construction and earthmoving wheeled tractors,
33988,2405 Specialised and other Machinery and Equipment Manufacturing,82
33989,3301 Wholesale Trade,12
34004,IOPC 24620020,
34005,"Front end shovel loaders; mechanical shovels, excavators & shovel loaders with a 360 degree revolving superstructure",
34009,2405 Specialised and other Machinery and Equipment Manufacturing,102
34010,3301 Wholesale Trade,30
34025,IOPC 24620030,
34026,"Bulldozers & other moving, grading, scraping, excavating, compacting or extracting construction machinery nec",
34030,2405 Specialised and other Machinery and Equipment Manufacturing,n.p.
34031,3301 Wholesale Trade,52
34046,IOPC 24620040,
34047,"Buckets, shovels, grabs, grips, blades, bodies and cabs for construction vehicles and other construction and earthmoving machinery parts",
34051,2405 Specialised and other Machinery and Equipment Manufacturing,682
34052,3301 Wholesale Trade,37
34086,IOPC 24620060,
34087,"Machinery for crushing, grinding, mixing or kneading earth, stones, ores or other mineral substances in solid form",
34091,2405 Specialised and other Machinery and Equipment Manufacturing,358
34107,IOPC 24620070,
34108,"Mineral substances sorting, screening, separating, washing, mixing or kneading machinery and parts",
34112,2405 Specialised and other Machinery and Equipment Manufacturing,724
34129,IOPC 24620080,
34130,"Mining or drilling machinery and parts (incl coal or rock cutters, boring, sinking or tunnelling machinery)",
34134,0802 Non Ferrous Metal Ore Mining,1
34135,2405 Specialised and other Machinery and Equipment Manufacturing,"1,677"
34136,3301 Wholesale Trade,82
34167,IOPC 24630010,
34168,Gas welding and cutting equipment (excl filler welding rods),
34172,2405 Specialised and other Machinery and Equipment Manufacturing,42
34193,IOPC 24630020,
34194,"Hand tools, power operated (incl portable electric hand tools) nec",
34198,2405 Specialised and other Machinery and Equipment Manufacturing,7
34216,IOPC 24630030,
34217,"Machine-tools for working materials other than metal, wood; laser machine tools; hand tools with self-contained motor",
34221,2405 Specialised and other Machinery and Equipment Manufacturing,10
34293,IOPC 24630040,
34294,"Converters, ingot moulds and ladles, casting machines, metal-rolling mills and rolls and parts",
34298,2405 Specialised and other Machinery and Equipment Manufacturing,29
34320,IOPC 24630050,
34321,"Machining centres & other wood & metal working machinery & parts nec (excl saw blades, metal moulds & dies)",
34325,2405 Specialised and other Machinery and Equipment Manufacturing,107
34357,IOPC 24630060,
34358,Saw blades,
34362,2405 Specialised and other Machinery and Equipment Manufacturing,2
34393,IOPC 24630070,
34394,"Metal dies, die sets and moulds",
34398,2405 Specialised and other Machinery and Equipment Manufacturing,38
34425,IOPC 24630080,
34426,Interchangeable tools for power-operated hand tools; sintered metal plates; rock drilling and earth boring tools,
34430,2405 Specialised and other Machinery and Equipment Manufacturing,n.p.
34431,3301 Wholesale Trade,24
34457,IOPC 24630090,
34458,Parts for hand tools with self-contained non-electric motors,
34462,2405 Specialised and other Machinery and Equipment Manufacturing,1
34486,IOPC 24630100,
34487,"Metal work and tool holders, heads for machine tools, and other machine tool accessories and parts",
34491,2405 Specialised and other Machinery and Equipment Manufacturing,n.p.
34492,3301 Wholesale Trade,12
34521,IOPC 24690010,
34522,Non-domestic cooking or heating machinery for food or drinks,
34526,2405 Specialised and other Machinery and Equipment Manufacturing,83
34542,IOPC 24690020,
34543,Cream separators; bakery machinery (excl ovens) and other food and beverage processing machinery and parts,
34547,2405 Specialised and other Machinery and Equipment Manufacturing,228
34569,IOPC 24690030,
34570,Distilling/rectifying plant; heat exchange units; centrifuges nec; gas liquefying or beverages filtering machinery,
34574,2405 Specialised and other Machinery and Equipment Manufacturing,49
34609,IOPC 24690040,
34610,"Machinery for can and bottle washing, packing, wrapping, canning, bottling and sealing of food and drink",
34614,2405 Specialised and other Machinery and Equipment Manufacturing,55
34630,IOPC 24690050,
34631,"Parts of machinery nec for cleaning food or drink cans or bottles, (incl parts of dishwashing machines nec), or for filling, closing, sealing, capsuling or labelling containers for food or drink",
34635,2405 Specialised and other Machinery and Equipment Manufacturing,15
34636,3301 Wholesale Trade,8
34662,IOPC 24690060,
34663,Other food and beverage processing machinery and parts nec,
34667,2405 Specialised and other Machinery and Equipment Manufacturing,158
34668,3301 Wholesale Trade,15
34698,IOPC 24690070,
34699,Industrial machinery and parts for textile manufacture and treatment industries (excl industrial sewing machines),
34703,2405 Specialised and other Machinery and Equipment Manufacturing,11
34756,IOPC 24690080,
34757,"Office type sheet fed printing machinery, accessories and parts",
34761,2405 Specialised and other Machinery and Equipment Manufacturing,15
34784,IOPC 24690090,
34785,"Other textile, apparel and leather production machinery and parts nec (incl industrial sewing machines)",
34789,2405 Specialised and other Machinery and Equipment Manufacturing,2
34807,IOPC 24690100,
34808,Printing machinery and parts,
34812,2405 Specialised and other Machinery and Equipment Manufacturing,56
34848,IOPC 24690110,
34849,Tobacco machinery and parts; bakery and biscuit ovens; dryers for agricultural products,
34853,2405 Specialised and other Machinery and Equipment Manufacturing,36
34874,IOPC 24690120,
34875,Machinery and parts for paper or book-binding,
34879,2405 Specialised and other Machinery and Equipment Manufacturing,24
34900,IOPC 24690140,
34901,Special purpose machinery & parts nec,
34905,2405 Specialised and other Machinery and Equipment Manufacturing,260
35002,IOPC 24691700,
35003,Specialised machinery and equipment - commission production (2461-2469),
35007,2405 Specialised and other Machinery and Equipment Manufacturing,3
35024,IOPC 24910010,
35025,"Wheeled tractors (excl crawler, agricultural, construction and earthmoving)",
35029,2405 Specialised and other Machinery and Equipment Manufacturing,n.p.
35047,IOPC 24910020,
35048,Powered store trucks (incl those used on railway station platforms and forklifts),
35052,2405 Specialised and other Machinery and Equipment Manufacturing,367
35068,IOPC 24910030,
35069,"Conveyors, continuous-action, for goods & materials",
35073,2405 Specialised and other Machinery and Equipment Manufacturing,602
35141,IOPC 24910040,
35142,"Hoists, cranes and other lifting, loading or unloading machinery",
35146,2405 Specialised and other Machinery and Equipment Manufacturing,330
35181,IOPC 24910050,
35182,"Elevators, continuous-action, for goods & materials; escalators & moving walkways",
35186,2405 Specialised and other Machinery and Equipment Manufacturing,194
35217,IOPC 24910060,
35218,Materials handling equipment and parts nec,
35222,2405 Specialised and other Machinery and Equipment Manufacturing,136
35286,IOPC 24990010,
35287,Hydraulic and pneumatic motors and parts,
35291,2405 Specialised and other Machinery and Equipment Manufacturing,34
35335,IOPC 24990020,
35336,"Rubber, plastics or hot glass working machines (incl parts)",
35340,2405 Specialised and other Machinery and Equipment Manufacturing,16
35384,IOPC 24990030,
35385,"Non-electric industrial and laboratory furnaces, ovens (other than bakery or biscuit) and incinerators and parts",
35389,2405 Specialised and other Machinery and Equipment Manufacturing,152
35410,IOPC 24990040,
35411,Dishwashing machines other than household,
35415,2405 Specialised and other Machinery and Equipment Manufacturing,9
35431,IOPC 24990050,
35432,"Engines nec, turbines and water wheels and parts",
35436,2405 Specialised and other Machinery and Equipment Manufacturing,47
35514,IOPC 24990060,
35515,"Oil filters, petrol filters and air intake filters for internal combustion engines",
35519,2405 Specialised and other Machinery and Equipment Manufacturing,2
35597,IOPC 24990070,
35598,Bearings (incl parts),
35602,2405 Specialised and other Machinery and Equipment Manufacturing,n.p.
35689,IOPC 24990080,
35690,Parts for centrifuges (incl centrifugal dryers); parts for liquid or gas filtering or purifying machinery,
35694,2405 Specialised and other Machinery and Equipment Manufacturing,19
35805,IOPC 24990100,
35806,"Other machinery, equipment and parts nec",
35810,2405 Specialised and other Machinery and Equipment Manufacturing,5
35811,3301 Wholesale Trade,292
35883,IOPC 24991700,
35884,"Other machinery and equipment - commission production (2451-2452, 2491-2499)",
35888,2405 Specialised and other Machinery and Equipment Manufacturing,54
35917,IOPC 25110010,
35918,"Assembled domestic wooden chairs, upholstered seating with wooden or metal frames, wooden or predominantly wooden domestic furniture nec",
35922,1402 Other Wood Product Manufacturing,140
35923,2202 Structural Metal Product Manufacturing,10
35924,2204 Other Fabricated Metal Product manufacturing,5
35925,2501 Furniture Manufacturing,"2,190"
35926,3901 Retail Trade,66
35948,IOPC 25110020,
35949,Assembled non-domestic wooden or predominantly wooden seating and furniture nec,
35953,1402 Other Wood Product Manufacturing,33
35954,2202 Structural Metal Product Manufacturing,6
35955,2203 Metal Containers and Other Sheet Metal Product manufacturing,3
35956,2204 Other Fabricated Metal Product manufacturing,7
35957,2501 Furniture Manufacturing,767
35984,IOPC 25110030,
35985,"Unassembled or partly assembled domestic wooden chairs, upholstered seating with wooden or metal frames, wooden or predominantly wooden furniture nec",
35989,1402 Other Wood Product Manufacturing,7
35990,2501 Furniture Manufacturing,3
36020,IOPC 25110040,
36021,"Unassembled or partly assembled non-domestic wooden chairs, furniture and parts nec",
36025,1402 Other Wood Product Manufacturing,4
36026,2501 Furniture Manufacturing,3
36061,IOPC 25110050,
36062,"Wooden or predominantly wooden medical, dental, surgical or veterinary furniture",
36066,1402 Other Wood Product Manufacturing,1
36067,2501 Furniture Manufacturing,16
36086,IOPC 25110060,
36087,Upholstered seats with frames of any material for transport equipment and parts of passenger transport seats,
36091,2501 Furniture Manufacturing,362
36109,IOPC 25120010,
36110,Cabinets (Audiovisual) - Metal framed,
36114,2202 Structural Metal Product Manufacturing,1
36115,2203 Metal Containers and Other Sheet Metal Product manufacturing,3
36116,2204 Other Fabricated Metal Product manufacturing,70
36117,2501 Furniture Manufacturing,3
36166,IOPC 25120020,
36167,Assembled metal or predominantly metal domestic furniture (excl upholstered seating with metal frames),
36171,1402 Other Wood Product Manufacturing,1
36172,2202 Structural Metal Product Manufacturing,6
36173,2203 Metal Containers and Other Sheet Metal Product manufacturing,1
36174,2501 Furniture Manufacturing,25
36191,IOPC 25120040,
36192,"Metal medical, dental (excl mechanical dental chairs), surgical or veterinary furniture",
36196,1402 Other Wood Product Manufacturing,2
36197,2202 Structural Metal Product Manufacturing,2
36198,2203 Metal Containers and Other Sheet Metal Product manufacturing,2
36199,2204 Other Fabricated Metal Product manufacturing,5
36200,2501 Furniture Manufacturing,24
36222,IOPC 25120080,
36223,Unassembled large scale sheet metal or fabricated metal storage structures and shelving,
36227,1402 Other Wood Product Manufacturing,7
36228,2202 Structural Metal Product Manufacturing,12
36229,2203 Metal Containers and Other Sheet Metal Product manufacturing,4
36230,2204 Other Fabricated Metal Product manufacturing,6
36231,2501 Furniture Manufacturing,314
36247,IOPC 25120090,
36248,Unassembled or partly assembled domestic metal furniture and parts nec (excl upholstered seats with metal frames),
36252,2501 Furniture Manufacturing,3
36274,IOPC 25120100,
36275,Unassembled or partly assembled non-domestic metal furniture and parts nec (excl upholstered seats with metal frames),
36279,1402 Other Wood Product Manufacturing,2
36280,2202 Structural Metal Product Manufacturing,13
36281,2203 Metal Containers and Other Sheet Metal Product manufacturing,12
36282,2204 Other Fabricated Metal Product manufacturing,6
36283,2501 Furniture Manufacturing,64
36284,3901 Retail Trade,4
36298,IOPC 25120110,
36299,Metal furniture fittings,
36303,1402 Other Wood Product Manufacturing,10
36304,2202 Structural Metal Product Manufacturing,57
36305,2203 Metal Containers and Other Sheet Metal Product manufacturing,3
36306,2204 Other Fabricated Metal Product manufacturing,56
36307,2501 Furniture Manufacturing,45
36379,IOPC 25120120,
36380,Metal seating for entertainment and sporting venues (incl assembled and unassembled),
36384,1402 Other Wood Product Manufacturing,33
36385,2202 Structural Metal Product Manufacturing,3
36386,2204 Other Fabricated Metal Product manufacturing,1
36387,2501 Furniture Manufacturing,25
36411,IOPC 25120130,
36412,Assembled metal non-domestic furniture nec (excl upholstered seating with metal frames),
36416,1402 Other Wood Product Manufacturing,38
36417,2202 Structural Metal Product Manufacturing,6
36418,2203 Metal Containers and Other Sheet Metal Product manufacturing,3
36419,2204 Other Fabricated Metal Product manufacturing,30
36420,2501 Furniture Manufacturing,76
36421,3901 Retail Trade,1
36444,IOPC 25130010,
36445,"Mattresses, of, or stuffed with rubber",
36449,2501 Furniture Manufacturing,2
